Timestamp (s),Engine RPM,Vehicle Speed (km/h),Coolant Temp (°C),Throttle Position (%),Engine Load (%),Intake Air Temp (°C),MAF Air Flow (g/s)
2241,600,0,105,10,17,26,45.1
2242,600,0,105,3,17,26,46.1
2243,600,0,105,6,17,54,9.1
2244,600,0,105,8,17,43,32.3
2245,600,0,105,4,14,38,15.9
2246,600,0,105,3,14,50,30.6
2247,600,0,105,8,20,24,42.7
2248,600,0,105,6,20,50,16.7
2249,600,0,105,0,13,44,47.2
2250,600,0,105,1,12,47,43.0
2251,600,0,105,7,17,26,9.8
2252,600,0,105,0,17,60,16.2
2253,600,0,105,1,18,52,36.2
2254,600,0,105,10,16,27,38.7
2255,600,0,105,5,19,52,47.8
2256,600,0,105,0,12,22,41.8
2257,600,0,105,7,20,50,33.8
2258,600,0,105,7,12,33,12.4
2259,600,0,105,10,14,60,24.2
2260,600,0,105,10,20,56,37.8
2261,600,0,105,1,16,45,20.9
2262,600,0,105,7,14,60,45.7
2263,600,0,105,8,17,34,14.9
2264,600,0,105,3,16,47,16.5
2265,600,0,105,6,18,50,10.0
2266,600,0,105,0,20,47,43.7
2267,600,0,105,1,15,31,37.7
2268,600,0,105,8,14,54,8.6
2269,600,0,105,3,10,58,12.9
2270,600,0,105,9,17,47,45.4
2271,600,0,105,1,13,55,13.7
2272,600,0,105,1,10,29,8.3
2273,600,0,105,7,10,39,17.5
2274,600,0,105,2,13,40,37.6
2275,600,0,105,3,12,42,36.5
2276,600,0,105,10,11,23,37.2
2277,600,0,105,7,17,37,30.4
2278,600,0,105,10,14,47,24.4
2279,600,0,105,6,16,58,19.8
2280,600,0,105,9,10,36,21.1
2281,600,0,105,10,13,49,28.3
2282,600,0,105,5,17,35,13.2
2283,600,0,105,8,16,52,33.0
2284,600,0,105,5,19,57,40.5
2285,600,0,105,4,17,55,27.5
2286,600,0,105,8,19,47,9.8
2287,600,0,105,2,20,47,2.8
2288,600,0,105,5,19,29,2.1
2289,600,0,105,3,18,34,48.3
2290,600,0,105,1,18,24,3.6
2291,600,0,105,4,13,30,40.7
2292,600,0,105,2,16,58,35.2
2293,600,0,105,1,11,37,19.4
2294,600,0,105,9,12,47,9.4
2295,600,0,105,9,15,25,23.3
2296,600,0,105,7,18,38,17.1
2297,600,0,105,8,18,50,23.2
2298,600,0,105,4,15,57,46.1
2299,600,0,105,4,12,59,12.3
2300,600,0,105,1,16,38,3.2
2301,600,0,105,7,17,60,37.8
2302,600,0,105,0,12,30,3.6
2303,600,0,105,3,17,26,13.8
2304,600,0,105,6,20,25,33.0
2305,600,0,105,8,18,31,46.6
2306,600,0,105,3,15,37,31.3
2307,600,0,105,10,13,25,34.0
2308,600,0,105,9,17,45,5.0
2309,600,0,105,6,11,25,16.9
2310,600,0,105,2,14,29,20.8
2311,600,0,105,9,15,33,22.0
2312,600,0,105,10,14,43,29.7
2313,600,0,105,4,13,60,5.3
2314,600,0,105,9,16,59,20.0
2315,600,0,105,9,17,47,36.7
2316,600,0,105,0,15,58,13.0
2317,600,0,105,0,14,37,12.9
2318,600,0,105,4,16,32,48.1
2319,600,0,105,5,15,29,33.9
2320,600,0,105,5,17,21,37.8
2321,600,0,105,5,10,47,35.4
2322,600,0,105,9,10,56,8.1
2323,600,0,105,5,16,39,13.5
2324,600,0,105,10,10,31,46.9
2325,600,0,105,3,12,21,13.9
2326,600,0,105,6,20,38,34.7
2327,600,0,105,10,12,22,11.1
2328,600,0,105,7,17,30,7.9
2329,600,0,105,10,19,32,15.7
2330,600,0,105,6,16,59,24.1
2331,600,0,105,6,12,40,4.2
2332,600,0,105,2,17,58,38.8
2333,600,0,105,9,13,40,27.9
2334,600,0,105,9,16,20,38.6
2335,600,0,105,3,10,36,47.8
2336,600,0,105,3,17,30,34.3
2337,600,0,105,7,10,42,24.5
2338,600,0,105,2,11,32,11.4
2339,600,0,105,1,10,20,26.6
2340,600,0,105,9,16,26,44.1
2341,600,0,105,6,19,54,45.6
2342,600,0,105,6,18,38,41.7
2343,600,0,105,7,15,48,8.4
2344,600,0,105,0,11,40,29.5
2345,600,0,105,6,19,51,35.8
2346,600,0,105,6,15,49,34.3
2347,600,0,105,2,16,46,28.6
2348,600,0,105,2,20,26,6.2
2349,600,0,105,6,15,30,41.7
2350,600,0,105,8,19,50,22.4
2351,600,0,105,2,19,51,9.2
2352,600,0,105,1,17,36,13.6
2353,600,0,105,6,14,33,49.6
2354,600,0,105,8,16,50,36.3
2355,600,0,105,6,14,38,16.0
2356,600,0,105,3,13,60,5.0
2357,600,0,105,9,17,60,7.0
2358,600,0,105,4,11,56,38.8
2359,600,0,105,7,12,50,19.4
2360,600,0,105,0,10,54,47.6
2361,600,0,105,2,11,52,33.5
2362,600,0,105,8,11,30,27.2
2363,600,0,105,8,13,37,6.0
2364,600,0,105,3,19,42,42.2
2365,600,0,105,7,20,47,5.0
2366,600,0,105,0,15,59,40.3
2367,600,0,105,8,10,30,21.6
2368,600,0,105,8,14,25,12.1
2369,600,0,105,0,18,31,7.2
2370,600,0,105,0,14,28,3.2
2371,600,0,105,9,11,40,45.5
2372,600,0,105,4,20,43,41.4
2373,600,0,105,4,14,25,21.8
2374,600,0,105,10,13,25,19.3
2375,600,0,105,5,19,49,30.7
2376,600,0,105,7,11,47,23.7
2377,600,0,105,3,20,56,43.0
2378,600,0,105,3,13,40,14.4
2379,600,0,105,7,16,37,22.7
2380,600,0,105,3,14,21,4.8
2381,600,0,105,1,12,26,17.7
2382,600,0,105,9,13,51,20.9
2383,600,0,105,2,14,24,25.6
2384,600,0,105,6,20,25,25.4
2385,600,0,105,8,11,45,32.9
2386,600,0,105,5,10,20,26.5
2387,600,0,105,10,13,47,41.3
2388,600,0,105,6,13,44,8.3
2389,600,0,105,9,20,29,14.8
2390,600,0,105,4,17,21,49.4
2391,600,0,105,10,20,53,34.2
2392,600,0,105,8,11,44,4.9
2393,600,0,105,8,13,23,25.8
2394,600,0,105,2,17,38,41.3
2395,600,0,105,10,19,22,36.7
2396,600,0,105,8,20,55,19.0
2397,600,0,105,9,11,41,19.2
2398,600,0,105,2,12,38,37.7
2399,600,0,105,5,11,52,23.8
2400,600,0,105,4,15,22,31.0
2401,600,0,105,6,15,32,27.9
2402,600,0,105,0,15,41,28.5
2403,600,0,105,6,12,60,48.3
2404,600,0,105,9,12,43,47.7
2405,600,0,105,9,17,28,17.4
2406,600,0,105,5,17,50,29.5
2407,600,0,105,4,19,31,7.0
2408,600,0,105,4,14,45,10.2
2409,600,0,105,8,13,50,36.6
2410,600,0,105,5,20,21,11.9
2411,600,0,105,2,12,20,12.0
2412,600,0,105,7,13,48,48.0
2413,600,0,105,1,13,50,18.7
2414,600,0,105,5,11,37,21.0
2415,600,0,105,5,17,45,10.7
2416,600,0,105,4,17,54,28.8
2417,600,0,105,9,15,32,37.0
2418,600,0,105,1,20,36,48.2
2419,600,0,105,7,18,41,5.2
2420,600,0,105,6,20,21,40.8
2421,600,0,105,9,17,40,13.0
2422,600,0,105,6,15,28,30.4
2423,600,0,105,3,17,49,34.5
2424,600,0,105,7,11,25,27.2
2425,600,0,105,0,16,49,49.1
2426,600,0,105,5,15,35,17.7
2427,600,0,105,2,19,59,5.7
2428,600,0,105,8,16,60,22.8
2429,600,0,105,9,10,49,4.0
2430,600,0,105,7,11,39,22.2
2431,600,0,105,4,18,60,12.7
2432,600,0,105,1,17,52,24.3
2433,600,0,105,4,14,47,7.9
2434,600,0,105,4,11,31,32.0
2435,600,0,105,2,17,50,24.3
2436,600,0,105,2,17,51,34.1
2437,600,0,105,10,19,29,35.6
2438,600,0,105,7,19,32,22.4
2439,600,0,105,9,15,29,47.3
2440,600,0,105,5,17,59,38.1
2441,600,0,105,9,17,44,12.8
2442,600,0,105,4,15,54,2.9
2443,600,0,105,1,11,56,43.4
2444,600,0,105,4,14,52,31.4
2445,600,0,105,2,10,51,48.1
2446,600,0,105,2,17,44,9.6
2447,600,0,105,1,18,54,36.9
2448,600,0,105,6,20,28,33.5
2449,600,0,105,0,12,56,8.9
2450,600,0,105,1,12,44,20.3
2451,600,0,105,4,11,47,48.8
2452,600,0,105,3,12,35,17.2
2453,600,0,105,7,12,33,22.8
2454,600,0,105,10,10,48,8.5
2455,600,0,105,5,14,49,42.1
2456,600,0,105,0,16,49,16.5
2457,600,0,105,4,10,20,46.8
2458,600,0,105,3,10,24,35.1
2459,600,0,105,9,14,59,47.2
2460,600,0,105,9,19,42,3.3
2461,600,0,105,8,19,22,38.0
2462,600,0,105,7,10,37,20.4
2463,600,0,105,7,19,43,7.7
2464,600,0,105,4,13,42,32.2
2465,600,0,105,5,17,48,47.4
2466,600,0,105,4,14,27,22.5
2467,600,0,105,9,18,55,19.8
2468,600,0,105,10,11,53,41.1
2469,600,0,105,4,20,36,22.6
2470,600,0,105,3,11,45,7.9
2471,600,0,105,4,20,51,7.5
2472,600,0,105,8,14,31,22.8
2473,600,0,105,10,20,35,6.9
2474,600,0,105,9,17,31,10.9
2475,600,0,105,3,14,46,10.3
2476,600,0,105,8,18,25,20.9
2477,600,0,105,10,16,54,36.5
2478,600,0,105,5,16,30,44.6
2479,600,0,105,7,18,25,5.0
2480,600,0,105,3,16,45,33.4
2481,600,0,105,0,20,32,20.0
2482,600,0,105,8,18,35,45.1
2483,600,0,105,8,14,53,48.8
2484,600,0,105,2,14,44,13.6
2485,600,0,105,2,15,49,34.1
2486,600,0,105,1,20,30,29.6
2487,600,0,105,4,20,33,30.5
2488,600,0,105,7,19,28,35.7
2489,600,0,105,2,19,55,33.3
2490,600,0,105,7,18,24,6.0
2491,600,0,105,5,15,40,6.6
2492,600,0,105,6,18,49,30.0
2493,600,0,105,5,19,39,25.3
2494,600,0,105,3,18,30,41.5
2495,600,0,105,7,18,35,40.5
2496,600,0,105,6,16,41,11.7
2497,600,0,105,7,17,23,37.8
2498,600,0,105,7,15,38,9.9
2499,600,0,105,3,14,57,39.1
2500,600,0,105,0,17,40,48.1
2501,600,0,105,10,18,50,46.9
2502,600,0,105,7,14,52,44.7
2503,600,0,105,10,16,20,8.7
2504,600,0,105,7,14,32,44.4
2505,600,0,105,7,10,26,10.0
2506,600,0,105,2,16,20,15.0
2507,600,0,105,2,20,26,38.7
2508,600,0,105,1,11,45,11.8
2509,600,0,105,5,13,22,47.1
2510,600,0,105,8,18,37,6.7
2511,600,0,105,10,14,49,32.6
2512,600,0,105,2,19,26,10.5
2513,600,0,105,0,16,38,21.7
2514,600,0,105,8,16,58,22.3
2515,600,0,105,5,15,45,17.7
2516,600,0,105,1,18,37,26.8
2517,600,0,105,7,17,48,4.9
2518,600,0,105,4,16,55,23.3
2519,600,0,105,6,16,54,45.5
2520,600,0,105,3,15,20,34.0
2521,600,0,105,10,16,21,33.3
2522,600,0,105,4,18,23,15.6
2523,600,0,105,2,20,34,10.5
2524,600,0,105,7,16,39,9.0
2525,600,0,105,6,20,39,37.4
2526,600,0,105,2,11,54,3.7
2527,600,0,105,8,20,55,27.3
2528,600,0,105,4,17,30,39.3
2529,600,0,105,7,12,44,47.3
2530,600,0,105,10,20,20,49.7
2531,600,0,105,6,13,31,47.8
2532,600,0,105,8,13,28,5.6
2533,600,0,105,1,12,40,36.8
2534,600,0,105,8,12,57,21.8
2535,600,0,105,3,12,25,15.9
2536,600,0,105,8,10,25,35.5
2537,600,0,105,10,12,21,22.0
2538,600,0,105,4,16,50,35.8
2539,600,0,105,8,12,32,23.8
2540,600,0,105,6,14,54,29.3
2541,600,0,105,7,11,48,47.2
2542,600,0,105,7,12,46,44.8
2543,600,0,105,4,20,34,2.5
2544,600,0,105,0,13,47,26.7
2545,600,0,105,10,14,39,38.8
2546,600,0,105,0,10,46,31.2
2547,600,0,105,4,16,29,39.2
2548,600,0,105,7,17,55,30.7
2549,600,0,105,4,15,29,21.4
2550,600,0,105,1,12,50,4.9
2551,600,0,105,2,20,47,8.7
2552,600,0,105,7,11,56,2.8
2553,600,0,105,5,15,20,45.5
2554,600,0,105,10,15,46,21.7
2555,600,0,105,10,12,28,31.3
2556,600,0,105,6,11,34,17.4
2557,600,0,105,9,20,22,24.9
2558,600,0,105,4,10,48,20.3
2559,600,0,105,9,19,32,26.7
2560,600,0,105,3,13,60,30.6
2561,600,0,105,7,15,30,42.6
2562,600,0,105,3,17,27,36.4
2563,600,0,105,2,10,51,21.1
2564,600,0,105,3,15,55,38.7
2565,600,0,105,6,17,56,45.0
2566,600,0,105,9,18,57,25.5
2567,600,0,105,2,12,36,30.7
2568,600,0,105,4,20,41,34.2
2569,600,0,105,10,13,37,16.5
2570,600,0,105,3,13,22,35.5
2571,600,0,105,2,20,54,17.7
2572,600,0,105,3,13,23,34.5
2573,600,0,105,9,16,35,45.0
2574,600,0,105,7,14,60,27.9
2575,600,0,105,7,14,46,46.7
2576,600,0,105,0,13,20,37.0
2577,600,0,105,4,16,44,37.6
2578,600,0,105,1,10,58,27.4
2579,600,0,105,4,15,43,15.8
2580,600,0,105,9,18,59,35.0
2581,600,0,105,0,17,41,19.2
2582,600,0,105,4,16,44,17.8
2583,600,0,105,9,14,50,23.9
2584,600,0,105,3,12,48,45.5
2585,600,0,105,6,10,22,35.1
2586,600,0,105,6,16,55,33.5
2587,600,0,105,8,15,47,18.0
2588,600,0,105,6,19,24,15.4
2589,600,0,105,8,10,30,37.7
2590,600,0,105,5,20,52,23.8
2591,600,0,105,6,17,41,17.3
2592,600,0,105,3,10,46,38.9
2593,600,0,105,0,17,23,33.2
2594,600,0,105,7,17,38,48.5
2595,600,0,105,2,19,33,32.8
2596,600,0,105,9,19,48,11.2
2597,600,0,105,0,14,60,31.2
2598,600,0,105,9,19,31,19.7
2599,600,0,105,5,13,59,5.2
2600,600,0,105,9,16,41,49.6
2601,600,0,105,0,14,31,32.5
2602,600,0,105,6,10,23,18.4
2603,600,0,105,9,13,59,9.6
2604,600,0,105,2,14,26,11.4
2605,600,0,105,3,19,42,41.7
2606,600,0,105,1,13,37,5.0
2607,600,0,105,4,15,43,14.9
2608,600,0,105,4,18,42,20.6
2609,600,0,105,9,13,60,40.5
2610,600,0,105,2,16,25,15.0
2611,600,0,105,1,13,22,7.0
2612,600,0,105,10,13,47,8.0
2613,600,0,105,3,20,24,49.1
2614,600,0,105,6,10,60,9.9
2615,600,0,105,2,14,58,18.6
2616,600,0,105,7,14,60,16.1
2617,600,0,105,7,11,41,7.3
2618,600,0,105,6,12,32,46.4
2619,600,0,105,4,16,49,23.8
2620,600,0,105,0,16,37,21.4
2621,600,0,105,3,15,20,9.6
2622,600,0,105,7,20,56,17.6
2623,600,0,105,7,19,41,23.9
2624,600,0,105,4,12,51,11.4
2625,600,0,105,8,10,40,31.1
2626,600,0,105,8,19,27,22.5
2627,600,0,105,4,19,37,46.6
2628,600,0,105,4,13,32,33.6
2629,600,0,105,8,16,40,41.9
2630,600,0,105,7,13,42,24.9
2631,600,0,105,4,13,23,48.7
2632,600,0,105,6,16,31,17.4
2633,600,0,105,10,17,28,22.3
2634,600,0,105,0,18,39,34.0
2635,600,0,105,2,20,22,10.5
2636,600,0,105,6,12,43,32.1
2637,600,0,105,8,18,32,39.7
2638,600,0,105,9,12,52,24.7
2639,600,0,105,1,14,50,22.5
2640,600,0,105,4,10,46,18.7
2641,600,0,105,2,12,43,34.7
2642,600,0,105,7,13,20,20.3
2643,600,0,105,0,13,33,40.4
2644,600,0,105,6,18,39,3.9
2645,600,0,105,8,18,20,9.8
2646,600,0,105,3,18,26,20.7
2647,600,0,105,8,14,48,40.0
2648,600,0,105,9,12,36,42.7
2649,600,0,105,6,20,53,24.3
2650,600,0,105,5,10,26,15.8
2651,600,0,105,10,16,43,15.4
2652,600,0,105,2,17,42,35.4
2653,600,0,105,8,15,33,31.5
2654,600,0,105,5,18,55,32.8
2655,600,0,105,3,12,24,6.2
2656,600,0,105,10,13,54,22.3
2657,600,0,105,5,20,30,30.8
2658,600,0,105,0,15,20,44.7
2659,600,0,105,6,20,56,48.4
2660,600,0,105,8,19,46,6.6
2661,600,0,105,7,20,39,16.3
2662,600,0,105,4,13,35,8.1
2663,600,0,105,1,16,39,17.5
2664,600,0,105,0,16,24,31.1
2665,600,0,105,2,14,26,2.3
2666,600,0,105,0,20,51,21.0
2667,600,0,105,5,13,23,37.8
2668,600,0,105,10,20,35,20.3
2669,600,0,105,4,15,43,12.4
2670,600,0,105,9,15,44,34.8
2671,600,0,105,7,20,54,39.1
2672,600,0,105,5,12,48,20.5
2673,600,0,105,10,20,45,45.4
2674,600,0,105,1,10,34,39.5
2675,600,0,105,6,19,58,47.2
2676,600,0,105,5,16,37,37.8
2677,600,0,105,5,15,46,26.4
2678,600,0,105,10,18,54,23.6
2679,600,0,105,10,19,52,18.6
2680,600,0,105,2,14,32,23.3
2681,600,0,105,5,10,44,23.0
2682,600,0,105,4,20,45,23.0
2683,600,0,105,4,12,32,3.1
2684,600,0,105,10,18,20,49.6
2685,600,0,105,3,17,36,40.1
2686,600,0,105,4,19,29,16.7
2687,600,0,105,6,17,49,15.0
2688,600,0,105,7,18,23,5.4
2689,600,0,105,8,10,30,37.6
2690,600,0,105,7,15,30,11.0
2691,600,0,105,7,15,58,6.0
2692,600,0,105,10,15,59,23.5
2693,600,0,105,1,19,38,5.6
2694,600,0,105,8,13,59,17.4
2695,600,0,105,7,11,59,46.9
2696,600,0,105,3,18,45,48.0
2697,600,0,105,2,11,35,7.6
2698,600,0,105,4,15,45,19.8
2699,600,0,105,10,19,59,27.7
2700,600,0,105,8,12,52,15.1
2701,600,0,105,1,20,23,11.1
2702,600,0,105,2,10,43,12.0
2703,600,0,105,8,15,47,26.2
2704,600,0,105,6,17,52,7.5
2705,600,0,105,2,10,24,40.7
2706,600,0,105,10,13,56,40.8
2707,600,0,105,5,11,27,10.6
2708,600,0,105,7,12,45,6.9
2709,600,0,105,7,15,26,31.5
2710,600,0,105,6,16,46,25.6
2711,600,0,105,7,11,33,39.1
2712,600,0,105,1,16,28,23.0
2713,600,0,105,3,17,29,10.3
2714,600,0,105,6,19,31,15.2
2715,600,0,105,9,15,53,44.1
2716,600,0,105,1,17,35,40.3
2717,600,0,105,6,15,48,47.3
2718,600,0,105,4,16,40,2.6
2719,600,0,105,0,20,52,37.0
2720,600,0,105,0,20,31,27.6
2721,600,0,105,9,13,21,43.0
2722,600,0,105,2,19,35,7.6
2723,600,0,105,10,16,24,32.4
2724,600,0,105,8,10,44,7.3
2725,600,0,105,5,12,40,23.7
2726,600,0,105,7,14,41,39.7
2727,600,0,105,7,18,20,4.3
2728,600,0,105,5,14,27,34.8
2729,600,0,105,10,11,53,5.4
2730,600,0,105,0,12,52,28.6
2731,600,0,105,2,17,31,23.0
2732,600,0,105,3,20,39,8.2
2733,600,0,105,2,14,41,20.0
2734,600,0,105,5,15,24,36.9
2735,600,0,105,10,18,47,6.8
2736,600,0,105,4,14,60,16.1
2737,600,0,105,10,15,24,12.1
2738,600,0,105,0,15,50,25.2
2739,600,0,105,0,16,56,21.8
2740,600,0,105,3,13,52,3.4
2741,600,0,105,3,11,33,38.5
2742,600,0,105,5,12,33,15.0
2743,600,0,105,5,11,25,15.5
2744,600,0,105,4,10,28,15.0
2745,600,0,105,5,11,34,11.2
2746,600,0,105,8,18,31,24.0
2747,600,0,105,4,11,55,42.5
2748,600,0,105,1,19,36,41.8
2749,600,0,105,9,10,43,15.5
2750,600,0,105,2,17,36,22.4
2751,600,0,105,5,10,58,14.1
2752,600,0,105,1,15,30,20.2
2753,600,0,105,4,17,58,20.2
2754,600,0,105,6,10,22,29.1
2755,600,0,105,3,11,33,37.7
2756,600,0,105,5,20,20,33.2
2757,600,0,105,2,12,49,11.6
2758,600,0,105,5,18,20,23.5
2759,600,0,105,10,10,24,32.3
2760,600,0,105,5,11,27,13.9
2761,600,0,105,3,17,25,41.9
2762,600,0,105,0,15,26,46.0
2763,600,0,105,6,13,48,12.1
2764,600,0,105,6,19,45,36.1
2765,600,0,105,10,16,46,42.1
2766,600,0,105,0,15,43,23.8
2767,600,0,105,6,18,46,11.8
2768,600,0,105,7,10,43,34.9
2769,600,0,105,7,20,50,43.7
2770,600,0,105,4,17,33,40.6
2771,600,0,105,2,15,33,29.5
2772,600,0,105,0,20,21,3.7
2773,600,0,105,7,12,22,31.7
2774,600,0,105,5,12,58,15.4
2775,600,0,105,1,16,40,24.1
2776,600,0,105,6,10,28,37.0
2777,600,0,105,0,17,57,28.6
2778,600,0,105,6,19,45,17.4
2779,600,0,105,5,11,50,22.0
2780,600,0,105,2,15,58,9.7
2781,600,0,105,1,16,38,25.0
2782,600,0,105,9,17,39,29.5
2783,600,0,105,0,15,26,32.9
2784,600,0,105,9,18,47,21.5
2785,600,0,105,8,11,24,5.7
2786,600,0,105,5,14,56,31.3
2787,600,0,105,7,15,42,39.9
2788,600,0,105,9,14,22,12.8
2789,600,0,105,2,14,56,21.7
2790,600,0,105,9,10,58,8.5
2791,600,0,105,8,17,22,32.1
2792,600,0,105,10,12,21,30.7
2793,600,0,105,1,15,28,25.0
2794,600,0,105,2,13,22,20.4
2795,600,0,105,4,20,49,49.8
2796,600,0,105,7,18,47,33.8
2797,600,0,105,8,16,56,20.0
2798,600,0,105,6,12,34,28.1
2799,600,0,105,10,10,43,37.3
2800,600,0,105,10,14,23,49.4
2801,600,0,105,8,13,60,16.3
2802,600,0,105,5,10,46,9.8
2803,600,0,105,0,20,29,16.4
2804,600,0,105,8,18,56,28.2
2805,600,0,105,10,19,23,45.1
2806,600,0,105,2,17,48,49.2
2807,600,0,105,6,16,42,7.9
2808,600,0,105,7,16,21,31.2
2809,600,0,105,9,20,30,16.3
2810,600,0,105,6,11,38,12.0
2811,600,0,105,7,14,42,40.4
2812,600,0,105,3,14,28,49.7
2813,600,0,105,9,14,44,43.6
2814,600,0,105,8,15,20,47.3
2815,600,0,105,0,10,36,39.7
2816,600,0,105,2,17,55,23.5
2817,600,0,105,6,17,57,2.7
2818,600,0,105,6,15,53,4.8
2819,600,0,105,3,15,33,4.6
2820,600,0,105,0,13,57,2.1
2821,600,0,105,5,15,58,5.3
2822,600,0,105,3,10,23,27.8
2823,600,0,105,10,14,30,47.4
2824,600,0,105,1,10,32,36.7
2825,600,0,105,3,18,42,23.6
2826,600,0,105,5,12,33,7.9
2827,600,0,105,6,11,54,21.5
2828,600,0,105,6,20,39,14.0
2829,600,0,105,9,16,37,23.4
2830,600,0,105,7,20,47,43.5
2831,600,0,105,0,12,46,17.6
2832,600,0,105,10,10,40,48.4
2833,600,0,105,8,14,29,49.3
2834,600,0,105,8,11,54,15.8
2835,600,0,105,5,16,33,37.2
2836,600,0,105,8,11,45,37.3
2837,600,0,105,5,13,28,27.5
2838,600,0,105,0,14,34,36.1
2839,600,0,105,0,10,45,13.4
2840,600,0,105,9,20,53,10.9
2841,600,0,105,8,15,52,9.5
2842,600,0,105,6,13,47,29.1
2843,600,0,105,0,20,57,23.7
2844,600,0,105,0,13,49,49.2
2845,600,0,105,2,11,27,31.7
2846,600,0,105,1,18,27,23.4
2847,600,0,105,2,19,43,48.5
2848,600,0,105,1,13,55,47.6
2849,600,0,105,0,11,28,4.8
2850,600,0,105,3,13,20,7.3
2851,600,0,105,10,17,53,32.1
2852,600,0,105,6,11,40,6.5
2853,600,0,105,4,13,59,20.1
2854,600,0,105,9,11,31,28.2
2855,600,0,105,0,11,37,19.8
2856,600,0,105,7,14,25,38.9
2857,600,0,105,5,16,33,40.3
2858,600,0,105,6,11,56,16.7
2859,600,0,105,4,15,59,27.9
2860,600,0,105,6,14,59,22.5
2861,600,0,105,4,15,52,13.3
2862,600,0,105,6,16,33,13.2
2863,600,0,105,3,12,32,40.0
2864,600,0,105,7,15,53,8.3
2865,600,0,105,0,14,20,19.4
2866,600,0,105,1,19,33,15.5
2867,600,0,105,1,18,60,30.1
2868,600,0,105,8,19,51,39.8
2869,600,0,105,3,13,42,4.9
2870,600,0,105,2,20,52,35.5
2871,600,0,105,6,10,31,18.9
2872,600,0,105,0,12,27,40.5
2873,600,0,105,0,17,36,27.0
2874,600,0,105,2,16,30,13.9
2875,600,0,105,2,17,52,16.7
2876,600,0,105,2,20,30,15.8
2877,600,0,105,4,18,29,5.2
2878,600,0,105,10,14,52,24.7
2879,600,0,105,5,10,27,31.4
2880,600,0,105,4,11,30,43.2
2881,600,0,105,8,12,31,7.0
2882,600,0,105,7,14,21,4.9
2883,600,0,105,8,13,31,12.6
2884,600,0,105,9,19,22,45.3
2885,600,0,105,8,12,49,12.9
2886,600,0,105,4,18,21,11.7
2887,600,0,105,0,13,59,43.4
2888,600,0,105,4,14,30,26.8
2889,600,0,105,9,16,34,46.4
2890,600,0,105,7,18,31,39.1
2891,600,0,105,3,19,36,8.0
2892,600,0,105,6,17,52,28.0
2893,600,0,105,0,20,22,38.2
2894,600,0,105,7,18,47,26.9
2895,600,0,105,7,15,60,6.1
2896,600,0,105,1,18,46,47.9
2897,600,0,105,8,16,26,20.3
2898,600,0,105,9,15,59,27.0
2899,600,0,105,4,20,57,16.5
2900,600,0,105,1,15,20,21.7
2901,600,0,105,5,11,33,31.0
2902,600,0,105,0,20,26,25.0
2903,600,0,105,3,13,59,13.8
2904,600,0,105,10,14,59,2.8
2905,600,0,105,6,15,25,24.0
2906,600,0,105,5,10,25,46.3
2907,600,0,105,7,19,43,6.9
2908,600,0,105,7,12,36,48.5
2909,600,0,105,7,20,48,4.7
2910,600,0,105,0,18,48,4.8
2911,600,0,105,1,13,20,7.4
2912,600,0,105,10,20,46,3.0
2913,600,0,105,10,18,37,47.9
2914,600,0,105,0,19,51,42.2
2915,600,0,105,3,10,36,30.0
2916,600,0,105,10,11,55,33.2
2917,600,0,105,6,14,49,29.1
2918,600,0,105,1,18,30,7.0
2919,600,0,105,6,13,20,35.5
2920,600,0,105,5,13,36,19.7
2921,600,0,105,7,14,58,19.0
2922,600,0,105,8,18,30,16.7
2923,600,0,105,10,14,21,45.0
2924,600,0,105,6,13,30,12.4
2925,600,0,105,9,12,29,8.6
2926,600,0,105,5,10,31,17.5
2927,600,0,105,0,14,57,46.1
2928,600,0,105,5,20,34,32.5
2929,600,0,105,0,12,21,26.6
2930,600,0,105,5,20,23,44.6
2931,600,0,105,7,13,20,48.3
2932,600,0,105,5,19,24,33.1
2933,600,0,105,10,17,52,9.3
2934,600,0,105,1,11,30,13.1
2935,600,0,105,0,18,53,47.9
2936,600,0,105,5,11,51,3.0
2937,600,0,105,1,20,44,28.0
2938,600,0,105,8,17,32,39.4
2939,600,0,105,4,20,41,23.8
2940,600,0,105,3,11,51,3.2
2941,600,0,105,2,18,45,14.9
2942,600,0,105,6,15,26,2.1
2943,600,0,105,8,20,24,43.7
2944,600,0,105,1,11,34,41.2
2945,600,0,105,10,11,55,42.6
2946,600,0,105,4,10,21,46.6
2947,600,0,105,3,10,20,34.0
2948,600,0,105,1,14,33,45.3
2949,600,0,105,9,11,41,12.0
2950,600,0,105,8,14,23,28.4
2951,600,0,105,5,17,60,40.7
2952,600,0,105,9,20,59,13.9
2953,600,0,105,0,11,20,12.2
2954,600,0,105,1,16,47,34.7
2955,600,0,105,10,15,58,29.3
2956,600,0,105,8,11,30,15.2
2957,600,0,105,7,10,46,46.0
2958,600,0,105,0,14,30,2.3
2959,600,0,105,10,14,45,12.4
2960,600,0,105,2,12,35,46.8
2961,600,0,105,8,18,50,47.1
2962,600,0,105,7,18,24,18.6
2963,600,0,105,0,18,55,41.2
2964,600,0,105,10,20,27,19.7
2965,600,0,105,8,11,45,33.1
2966,600,0,105,3,10,28,42.4
2967,600,0,105,1,14,55,34.2
2968,600,0,105,0,11,33,14.0
2969,600,0,105,2,16,35,47.1
2970,600,0,105,5,17,35,43.2
2971,600,0,105,0,19,30,10.7
2972,600,0,105,1,17,46,3.7
